timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,temperature
2024-11-05 09:33:25,0.57,-0.03,10.13,-0.01,-0.05,0.01,29.72
2024-11-05 09:33:26,0.55,-0.08,10.14,-0.01,-0.05,0.01,29.85
2024-11-05 09:33:27,0.53,-0.11,10.13,-0.01,-0.05,0.01,29.93
2024-11-05 09:33:28,0.57,-0.08,10.13,-0.01,-0.05,0.01,29.98
2024-11-05 09:33:29,0.55,-0.09,10.12,-0.01,-0.05,0.01,30.01
2024-11-05 09:33:31,0.54,-0.06,10.15,-0.01,-0.05,0.01,30.07
2024-11-05 09:33:31,0.55,-0.07,10.12,-0.01,-0.05,0.01,30.09
2024-11-05 09:33:32,0.55,-0.09,10.11,-0.01,-0.05,0.01,30.11
2024-11-05 09:33:33,0.55,-0.08,10.12,-0.01,-0.05,0.01,30.16
2024-11-05 09:33:34,0.57,-0.09,10.14,-0.01,-0.05,0.01,30.17
2024-11-05 09:33:38,0.54,-0.07,10.11,-0.01,-0.05,0.01,30.19
2024-11-05 09:33:38,0.55,-0.08,10.14,-0.01,-0.05,0.01,30.27
2024-11-05 09:33:39,0.56,-0.07,10.11,-0.01,-0.05,0.01,30.28
2024-11-05 09:33:40,0.55,-0.1,10.13,-0.01,-0.05,0.01,30.29
2024-11-05 09:33:41,0.53,-0.1,10.11,-0.01,-0.05,0.01,30.34
2024-11-05 09:33:43,0.54,-0.08,10.13,-0.01,-0.05,0.01,30.33
2024-11-05 09:33:47,0.53,-0.07,10.12,-0.01,-0.05,0.01,30.36
2024-11-05 09:33:47,0.54,-0.11,10.1,-0.01,-0.05,0.01,30.41
2024-11-05 09:33:48,0.53,-0.1,10.12,-0.01,-0.05,0.01,30.41
2024-11-05 09:33:49,0.54,-0.1,10.1,-0.01,-0.05,0.01,30.43
2024-11-05 09:33:50,0.55,-0.08,10.1,-0.01,-0.05,0.01,30.44
2024-11-05 09:33:51,0.54,-0.09,10.1,-0.01,-0.05,0.01,30.47
2024-11-05 09:33:52,0.53,-0.11,10.1,-0.01,-0.05,0.01,30.47
2024-11-05 09:33:53,0.54,-0.08,10.1,-0.01,-0.05,0.01,30.5
2024-11-05 09:33:57,0.55,-0.1,10.12,-0.01,-0.05,0.01,30.52
2024-11-05 09:33:57,0.53,-0.1,10.12,-0.01,-0.05,0.01,30.55
2024-11-05 09:33:58,0.54,-0.09,10.13,-0.01,-0.05,0.01,30.54
2024-11-05 09:34:00,0.55,-0.09,10.11,-0.01,-0.05,0.01,30.56
2024-11-05 09:34:00,0.54,-0.08,10.13,-0.01,-0.05,0.01,30.58
2024-11-05 09:34:01,0.55,-0.1,10.11,-0.01,-0.05,0.01,30.58
2024-11-05 09:34:02,0.54,-0.09,10.09,-0.01,-0.05,0.01,30.62
2024-11-05 09:34:04,0.55,-0.07,10.08,-0.0,-0.05,0.01,30.6
2024-11-05 09:34:05,0.51,-0.11,10.1,-0.01,-0.05,0.01,30.62
2024-11-05 09:34:05,0.53,-0.11,10.08,-0.01,-0.05,0.01,30.63
2024-11-05 09:34:06,0.7,0.25,10.12,-0.01,-0.05,0.01,30.65
2024-11-05 09:34:10,0.53,-0.07,10.09,-0.01,-0.05,0.01,30.66
2024-11-05 09:34:10,0.56,-0.09,10.11,-0.01,-0.05,0.01,30.69
2024-11-05 09:34:11,0.54,-0.1,10.09,-0.01,-0.05,0.01,30.69
2024-11-05 09:34:12,0.55,-0.09,10.11,-0.01,-0.05,0.01,30.71
2024-11-05 09:34:12,0.55,-0.09,10.11,-0.01,-0.05,0.01,30.71
2024-11-05 09:34:13,0.57,-0.07,10.11,-0.01,-0.05,0.01,30.71
2024-11-05 09:34:14,0.55,-0.1,10.11,-0.01,-0.05,0.01,30.74
2024-11-05 09:34:15,0.53,-0.11,10.08,-0.01,-0.05,0.01,30.76
2024-11-05 09:34:15,0.53,-0.11,10.08,-0.01,-0.05,0.01,30.76
2024-11-05 09:34:16,0.54,-0.12,10.11,-0.01,-0.05,0.02,30.75
2024-11-05 09:34:17,0.53,-0.08,10.1,-0.01,-0.05,0.01,30.77
2024-11-05 09:34:18,0.53,-0.09,10.11,-0.01,-0.05,0.01,30.77
2024-11-05 09:34:18,0.53,-0.09,10.11,-0.01,-0.05,0.01,30.77
2024-11-05 09:34:19,0.55,-0.1,10.11,-0.01,-0.05,0.01,30.79
2024-11-05 09:34:20,0.57,-0.08,10.1,-0.01,-0.05,0.01,30.82
2024-11-05 09:34:21,0.57,-0.08,10.1,-0.01,-0.05,0.01,30.82
2024-11-05 09:34:22,0.55,-0.06,10.08,-0.01,-0.05,0.01,30.83
2024-11-05 09:34:22,0.55,-0.08,10.11,-0.01,-0.05,0.01,30.81
2024-11-05 09:34:23,0.54,-0.09,10.1,-0.01,-0.05,0.01,30.84
2024-11-05 09:34:24,0.54,-0.09,10.1,-0.01,-0.05,0.01,30.84
2024-11-05 09:34:24,0.56,-0.16,10.1,-0.01,-0.05,0.01,30.83
2024-11-05 09:34:25,0.57,-0.11,10.08,-0.01,-0.05,0.01,30.84
2024-11-05 09:34:26,0.53,-0.06,10.1,-0.01,-0.05,0.01,30.85
2024-11-05 09:34:27,0.53,-0.06,10.1,-0.01,-0.05,0.01,30.85
2024-11-05 09:34:27,0.55,-0.09,10.09,-0.01,-0.05,0.01,30.86
2024-11-05 09:34:28,0.54,-0.08,10.09,-0.01,-0.05,0.01,30.85
2024-11-05 09:34:29,0.54,-0.1,10.09,-0.01,-0.05,0.01,30.89
